Weapon,R1,R2,R3,R4,R5
PJWS,582435.6798697059,595110.2156130117,608012.7829151882,621253.8703340192,634682.9700066011
Homa (50%),638447.34266392,665636.4980422658,694901.6024153678,726225.6929588964,759077.5538570494
Homa,582427.8683218141,595130.4656690136,608789.0894402681,623163.6520810098,638626.9518499462
LumidouceElegy,577603.6292234219,587990.2249454854,598376.8206675493,608992.3798094343,619886.6152970153
"Vortex (Shielded, Stacked)",630759.3428335161,653803.141939298,676846.9410450804,699890.7401508626,722934.5392566448
"Vortex (Shielded, Unstacked)",613484.5558502184,632209.6582101762,650934.7605701342,669659.8629300919,688384.9652900497
CalamityQueller (Stacked),587306.2829162022,606099.9745753182,625162.1198536492,644473.7546715006,664034.8790288726
CalamityQueller (Unstacked),576582.2015914086,592213.0352878659,608264.1981771972,624539.8152567787,641002.1511733489
"Vortex (Unshielded, Stacked)",584671.7446219517,596193.6441748429,607715.5437277338,619237.4432806249,630759.3428335161
"Vortex (Unshielded, Unstacked)",576034.351130303,585396.9023102819,594759.4534902606,604122.0046702396,613484.5558502184
StaffOfTheScarletSands,548187.4303469965,548187.4303469965,548187.4303469965,548187.4303469965,548187.4303469965
SkywardSpine,479824.68598846794,486565.40624226216,493471.5683283637,500377.7304144649,507283.89250056644
EngulfingLightning,473289.7527962957,487587.7359701103,503146.70789519104,520013.40282244195,537943.9246313131
Lithic (4 Stacks),576992.3002654627,602487.472840887,629096.4797559202,656280.9706979844,684042.6989070054
Lithic (3 Stacks),548849.2087631733,567434.9700130046,586312.8866346922,605739.7074459983,625696.178345992
Lithic (2 Stacks),521785.47381624306,533517.5914985845,545584.5173846108,557877.6397605463,570300.6089684176
Lithic (1 Stacks),495432.81748935254,501127.64210296556,506853.6002124981,512610.6918179501,518398.9169193217
Deathmatch (1 Opponent),533613.7611827301,547583.3256515533,561685.6280484031,576024.7437488397,590476.7791724526
Deathmatch (2+ Opponents),515277.00202261464,524445.3816026723,533613.7611827301,542882.5581859368,552284.09311717
Blackcliff (3 Stacks),558992.8552378961,580981.9666417574,603384.7091149421,625787.4515881268,648190.1940613113
Blackcliff (2 Stacks),530291.809921541,544492.1447516263,558992.8552378961,573560.6034773336,588449.5474661525
Blackcliff (1 Stacks),502462.22859114717,509262.8722274537,516179.33293782006,523191.6425064985,530291.809921541
Blackcliff (0 Stacks),475811.1724513717,475811.1724513717,475811.1724513717,475811.1724513717,475811.1724513717
MissiveWindspear (On),500051.98688599246,506257.3459097143,512462.7049334358,518668.0639571576,524873.4229808793
MissiveWindspear (Off),475230.55079110566,475230.55079110566,475230.55079110566,475230.55079110566,475230.55079110566
WavebreakersFin,462616.3692535864,462616.3692535864,462616.3692535864,462616.3692535864,462616.3692535864
FavoniusLance,413401.811191684,413401.811191684,413401.811191684,413401.811191684,413401.811191684
PrototypeStarglitter,393074.666847825,393074.666847825,393074.666847825,393074.666847825,393074.666847825
WhiteTassel,415058.8772826462,415058.8772826462,415058.8772826462,415058.8772826462,415058.8772826462
