Weapon,R1,R2,R3,R4,R5
PJWS (Stacked),1146484.3716997302,1176267.9168795994,1206413.917919204,1236922.3748185444,1267793.2875776198
PJWS,1121713.2859700988,1145387.1928993254,1169329.5380777454,1193540.3215053591,1218019.543182166
Homa (50%),1173014.5841801818,1207112.7580661052,1243053.7636330014,1280837.6008808687,1320464.269809709
Homa,1100438.617272054,1117257.350254895,1134997.4990782207,1153659.0637420337,1173242.0442463318
"Vortex (Shielded, Stacked)",1108598.2548361945,1136976.995973151,1165355.737110107,1193734.4782470632,1222113.2193840188
"Vortex (Shielded, Unstacked)",1097335.1866229107,1122898.1607065462,1148461.1347901812,1174024.1088738167,1199587.082957451
CalamityQueller (Stacked),1091064.5967456028,1118683.613709141,1146633.1176573026,1174913.1085900879,1203523.586507497
CalamityQueller (Unstacked),1078993.4013571937,1103407.1871106955,1128076.4869036467,1153001.3007360478,1178181.628607899
"Vortex (Unshielded, Stacked)",1051840.7725622824,1066030.1431307606,1080219.5136992384,1094408.8842677167,1108598.2548361945
"Vortex (Unshielded, Unstacked)",1046209.2384556405,1058990.7254974581,1071772.2125392756,1084553.6995810932,1097335.1866229107
StaffOfTheScarletSands,1058839.5197984828,1058839.5197984828,1058839.5197984828,1058839.5197984828,1058839.5197984828
SkywardSpine,1055187.8652169511,1067973.5749501097,1079157.0824310726,1091467.1189532876,1103177.9854420018
EngulfingLightning,1032234.7867541644,1052895.32064498,1075065.1101285273,1098744.1552048076,1123932.45587382
Lithic (4 Stacks),1058795.7151794161,1097048.9564723233,1135940.9176059582,1175473.4828491919,1215648.5364708912
Lithic (3 Stacks),1019599.4881954136,1047086.9263380095,1074432.5132277492,1102186.6927828453,1134729.338743672
Lithic (2 Stacks),979248.1448773182,998341.1427256843,1015616.1342909285,1035378.1374966032,1052555.1142707486
Lithic (1 Stacks),941559.6920233853,950807.8370976099,960093.936142579,967983.0227605662,977279.7044917543
Deathmatch (1 Opponent),1028034.01775567,1045876.9840173355,1063719.9502790004,1081562.916540665,1099405.8828023307
Deathmatch (2+ Opponents),1004243.3960734502,1016138.7069145599,1028034.01775567,1039929.32859678,1051824.6394378908
Blackcliff (3 Stacks),1052884.2550800706,1080010.4795630416,1107136.7040460128,1134262.9285289848,1161389.1530119556
Blackcliff (2 Stacks),1016715.9557694418,1034800.105424756,1052884.2550800706,1070968.4047353845,1089052.5543906987
Blackcliff (1 Stacks),980547.6564588135,989589.7312864704,998631.806114127,1007673.8809417846,1016715.9557694418
Blackcliff (0 Stacks),944379.3571481849,944379.3571481849,944379.3571481849,944379.3571481849,944379.3571481849
MissiveWindspear (On),934049.5856201147,941691.5667269493,949333.5478337831,956975.528940618,964617.5100474521
MissiveWindspear (Off),903481.6611927778,903481.6611927778,903481.6611927778,903481.6611927778,903481.6611927778
WavebreakersFin,900856.939343339,900856.939343339,900856.939343339,900856.939343339,900856.939343339
FavoniusLance,936852.9482452173,936852.9482452173,936852.9482452173,936852.9482452173,936852.9482452173
PrototypeStarglitter,901253.5473611337,901253.5473611337,901253.5473611337,901253.5473611337,901253.5473611337
WhiteTassel,850075.7214761901,850075.7214761901,850075.7214761901,850075.7214761901,850075.7214761901
