weapon,refine,atk,crate,cdmg
PJWS (Stacked),R1,9,1,15
PJWS (Stacked),R2,9,1,15
PJWS (Stacked),R3,8,1,16
PJWS (Stacked),R4,8,1,16
PJWS (Stacked),R5,7,1,17
PJWS,R1,9,1,15
PJWS,R2,9,1,15
PJWS,R3,9,1,15
PJWS,R4,8,1,16
PJWS,R5,8,1,16
Homa (50%),R1,9,7,9
Homa (50%),R2,8,7,10
Homa (50%),R3,7,7,11
Homa (50%),R4,6,7,12
Homa (50%),R5,5,7,13
Homa,R1,10,7,8
Homa,R2,10,7,8
Homa,R3,10,7,8
Homa,R4,9,7,9
Homa,R5,9,7,9
"Vortex (Shielded, Stacked)",R1,0,7,18
"Vortex (Shielded, Stacked)",R2,0,7,18
"Vortex (Shielded, Stacked)",R3,0,7,18
"Vortex (Shielded, Stacked)",R4,0,7,18
"Vortex (Shielded, Stacked)",R5,0,7,18
"Vortex (Shielded, Unstacked)",R1,0,7,18
"Vortex (Shielded, Unstacked)",R2,0,7,18
"Vortex (Shielded, Unstacked)",R3,0,7,18
"Vortex (Shielded, Unstacked)",R4,0,7,18
"Vortex (Shielded, Unstacked)",R5,0,7,18
CalamityQueller (Stacked),R1,5,7,13
CalamityQueller (Stacked),R2,5,7,13
CalamityQueller (Stacked),R3,4,7,14
CalamityQueller (Stacked),R4,4,7,14
CalamityQueller (Stacked),R5,3,7,15
CalamityQueller (Unstacked),R1,5,7,13
CalamityQueller (Unstacked),R2,5,7,13
CalamityQueller (Unstacked),R3,5,7,13
CalamityQueller (Unstacked),R4,4,7,14
CalamityQueller (Unstacked),R5,4,7,14
"Vortex (Unshielded, Stacked)",R1,2,7,16
"Vortex (Unshielded, Stacked)",R2,1,7,17
"Vortex (Unshielded, Stacked)",R3,1,7,17
"Vortex (Unshielded, Stacked)",R4,0,7,18
"Vortex (Unshielded, Stacked)",R5,0,7,18
"Vortex (Unshielded, Unstacked)",R1,2,7,16
"Vortex (Unshielded, Unstacked)",R2,2,7,16
"Vortex (Unshielded, Unstacked)",R3,1,7,17
"Vortex (Unshielded, Unstacked)",R4,1,7,17
"Vortex (Unshielded, Unstacked)",R5,0,7,18
StaffOfTheScarletSands,R1,10,0,15
StaffOfTheScarletSands,R2,10,0,15
StaffOfTheScarletSands,R3,10,0,15
StaffOfTheScarletSands,R4,10,0,15
StaffOfTheScarletSands,R5,10,0,15
SkywardSpine,R1,11,5,14
SkywardSpine,R2,12,4,14
SkywardSpine,R3,12,4,14
SkywardSpine,R4,12,3,15
SkywardSpine,R5,12,3,15
EngulfingLightning,R1,8,7,15
