Weapon,R1,R2,R3,R4,R5
PJWS,650063.0537204109,663957.0817608536,677995.2955680196,692195.4916830381,706778.3977281057
Homa (50%),697097.1360148194,723671.1973601673,752200.0711517427,782778.9975885693,815503.2168696711
Homa,642182.9592815144,654779.9982966603,668067.1672581951,682266.6317498946,697271.4194959543
FracturedHalo,660937.8474728245,676592.8840205292,692511.2187669402,708544.4347818539,724820.6680776739
LumidouceElegy,636046.2054048401,646154.8585024729,656370.8501176877,666713.3158664511,677055.7816152147
"Vortex (Shielded, Stacked)",701615.4790115138,727239.391304754,752863.3035979948,778487.2158912353,804111.1281844762
"Vortex (Shielded, Unstacked)",684890.5092831114,706333.1791442513,727775.8490053916,749218.5188665316,770661.1887276717
CalamityQueller (Stacked),659417.7369493067,680010.8059820741,701144.685081331,722655.6203389019,744565.3879929702
CalamityQueller (Unstacked),649410.8650837449,667345.5130549553,685500.3019995068,704058.741316767,722946.3141909591
"Vortex (Unshielded, Stacked)",650367.6544250324,663179.6105716528,675991.5667182731,688803.5228648933,701615.4790115138
"Vortex (Unshielded, Unstacked)",642005.1695608313,652726.5044914014,663447.8394219715,674169.1743525413,684890.5092831114
StaffOfTheScarletSands,590932.3939916358,590932.3939916358,590932.3939916358,590932.3939916358,590932.3939916358
SkywardSpine,539531.8886698303,546599.0389032816,554177.1650857516,561338.8061916971,569119.7313449361
EngulfingLightning,531384.5443943434,546573.5641108489,563146.1673090246,581162.063267066,600567.4433725137
SacrificersStaff,529837.1287412432,532444.0227718218,535050.9168024004,537657.810832979,540264.7048635576
Lithic (4 Stacks),635705.3100729076,660986.5050740608,686797.1763814265,713196.351276001,740107.1999190617
Lithic (3 Stacks),606674.0537852851,625715.1500921278,643647.7779317704,661548.1795084646,681165.4138573385
Lithic (2 Stacks),578375.2838972908,591501.4551183933,602224.4183537618,615902.7708819609,626569.5977570387
Lithic (1 Stacks),552021.1941831801,558263.8514125531,563800.1516584406,568935.1989889112,575413.1993135676
Deathmatch (1 Opponent),580806.0721739238,594406.3204552061,608065.0794410284,621968.7873237967,635948.201955189
Deathmatch (2+ Opponents),563088.9537599847,571900.231726937,580806.0721739238,589872.9043614453,598939.736548967
Blackcliff (3 Stacks),611988.5073588338,633530.1558976084,655411.265153293,677631.8351258872,700303.8431338917
Blackcliff (2 Stacks),583871.4959322375,597837.6039504022,611988.5073588338,626294.0760939085,640766.2357013081
Blackcliff (1 Stacks),556415.2014215192,563169.3969267666,570041.8487227741,576956.6723275058,583871.4959322375
Blackcliff (0 Stacks),529619.6238266787,529619.6238266787,529619.6238266787,529619.6238266787,529619.6238266787
MissiveWindspear (On),556418.956425594,563173.5391705992,570073.6850468066,576973.8309230142,583873.9767992215
MissiveWindspear (Off),529624.652967845,529624.652967845,529624.652967845,529624.652967845,529624.652967845
WavebreakersFin,519698.6468915711,519698.6468915711,519698.6468915711,519698.6468915711,519698.6468915711
FavoniusLance,465239.31544040365,465239.31544040365,465239.31544040365,465239.31544040365,465239.31544040365
PrototypeStarglitter,442333.0511643634,442333.0511643634,442333.0511643634,442333.0511643634,442333.0511643634
WhiteTassel,462090.2421614523,462090.2421614523,462090.2421614523,462090.2421614523,462090.2421614523
