Weapon,R1,R2,R3,R4,R5
PJWS,597287.7223031081,607724.0243108427,618271.8650209054,628931.2444332966,639702.1625480158
Homa (50%),643303.1027951718,662813.371266474,683378.0698360994,704997.1985040484,727670.7572703204
Homa,601776.6385428904,611399.9690162509,621550.5145387732,632228.2751104572,643433.2507313029
FracturedHalo,616104.1711351842,627991.3471337141,639878.5231322441,651765.6991307739,663652.8751293035
LumidouceElegy,598670.4529616953,606600.4962658383,614530.5395699816,622460.582874125,630390.6261782682
"Vortex (Shielded, Stacked)",598916.5258026232,614820.7978571934,630725.0699117637,646629.341966334,662533.6140209044
"Vortex (Shielded, Unstacked)",587454.3337262241,600493.0577616945,613531.781797165,626570.5058326357,639609.2298681062
CalamityQueller (Stacked),586840.3763217516,602709.5544374152,618782.8603581412,635060.2940839293,651541.8556147797
CalamityQueller (Unstacked),579451.667506522,593345.2737995632,607391.6500501408,621590.7962582544,635942.7124239044
"Vortex (Unshielded, Stacked)",567107.9816934827,575060.1177207676,583012.253748053,590964.3897753379,598916.5258026232
"Vortex (Unshielded, Unstacked)",561376.8856552832,567896.2476730184,574415.6096907536,580934.9717084888,587454.3337262241
StaffOfTheScarletSands,581900.4104715381,581900.4104715381,581900.4104715381,581900.4104715381,581900.4104715381
SkywardSpine,502619.89804186276,509547.23603333376,516565.3437689298,523583.451504526,530601.5592401223
EngulfingLightning,489831.5685871904,500035.9423246793,510980.33351781196,522664.7421665884,535089.1682710084
SacrificersStaff,497540.6049363035,499467.72992856713,501394.8549208308,503321.97991309443,505249.10490535805
Lithic (4 Stacks),573462.4289140474,595820.1353647276,619121.331646611,642830.4284476344,666948.635811533
Lithic (3 Stacks),550467.5818979393,566866.1910388296,583466.4387417851,600522.862612843,618013.6211907065
Lithic (2 Stacks),528345.8853376065,538726.4741693464,549404.7599237065,560269.9531636117,571224.7635422127
Lithic (1 Stacks),506732.87215083116,511804.9848498915,516898.58513382636,522013.67300263565,527150.2484563194
Deathmatch (1 Opponent),565398.5227626626,575614.3448692036,585830.1669757445,596045.9890822857,606261.8111888266
Deathmatch (2+ Opponents),551777.4266206077,558587.9746916352,565398.5227626626,572209.0708336899,579019.6189047172
Blackcliff (3 Stacks),576427.0861561846,591888.9164484215,607350.7467406584,622812.5770328953,638274.4073251323
Blackcliff (2 Stacks),555811.3124332018,566119.1992946931,576427.0861561846,586734.9730176758,597042.859879167
Blackcliff (1 Stacks),535195.5387102194,540349.4821409651,545503.4255717106,550657.3690024564,555811.3124332018
Blackcliff (0 Stacks),514579.7649872368,514579.7649872368,514579.7649872368,514579.7649872368,514579.7649872368
MissiveWindspear (On),503764.2145361524,508047.00304930116,512329.79156245,516612.5800755988,520895.36858874763
MissiveWindspear (Off),486633.06048355723,486633.06048355723,486633.06048355723,486633.06048355723,486633.06048355723
WavebreakersFin,482165.330280961,482165.330280961,482165.330280961,482165.330280961,482165.330280961
FavoniusLance,443772.1212194924,443772.1212194924,443772.1212194924,443772.1212194924,443772.1212194924
PrototypeStarglitter,427601.9588106562,427601.9588106562,427601.9588106562,427601.9588106562,427601.9588106562
WhiteTassel,463424.0208864336,463424.0208864336,463424.0208864336,463424.0208864336,463424.0208864336
