Weapon,R1,R2,R3,R4,R5
PJWS,1558431.4817533738,1580098.9245234237,1601923.860951508,1623911.1732107352,1646058.0444719775
Homa (50%),1667150.5481162588,1709161.0574537157,1753442.0196840414,1799993.4348072363,1848815.3028232998
Homa,1577733.6384110874,1598455.0864682076,1620311.7609717622,1643303.6619217508,1667430.7893181734
FracturedHalo,1608584.4154076544,1634180.49159783,1659776.567788007,1685372.6439781827,1710968.7201683582
LumidouceElegy,1573840.424190013,1590945.16065656,1608049.8971231058,1625154.633589652,1642259.3700561984
"Vortex (Shielded, Stacked)",1554930.57862892,1590058.8818552033,1625187.1850814864,1660315.488307769,1695443.791534053
"Vortex (Shielded, Unstacked)",1532749.810697297,1562332.921940675,1591916.0331840524,1621499.1444274294,1651082.2556708078
CalamityQueller (Stacked),1513962.1549393956,1544806.7364108218,1575943.5426885618,1607372.573772616,1639093.8296629828
CalamityQueller (Unstacked),1499907.110958936,1527056.492148637,1554425.5224300085,1582014.2018030493,1609822.5302677595
"Vortex (Unshielded, Stacked)",1484673.972176353,1502238.1237894949,1519802.2754026365,1537366.4270157777,1554930.57862892
"Vortex (Unshielded, Unstacked)",1473583.5882105413,1488375.1438322307,1503166.6994539194,1517958.255075608,1532749.810697297
StaffOfTheScarletSands,1543453.7927568124,1543453.7927568124,1543453.7927568124,1543453.7927568124,1543453.7927568124
SkywardSpine,1350208.158616849,1365139.610879972,1383667.2232383834,1398106.4527404755,1417198.827011832
EngulfingLightning,1314900.1560093274,1337855.6220959695,1362521.3571884779,1388897.3612868525,1416983.6343910932
SacrificersStaff,1340411.1969768053,1344534.9056219752,1348658.6142671448,1352782.3229123147,1356906.0315574845
Lithic (4 Stacks),1507621.803078926,1558973.7984722794,1611107.2985477021,1664024.5805558506,1717727.9217473813
Lithic (3 Stacks),1456559.7705284483,1493154.8436585506,1529488.5345783315,1566778.1895205667,1611216.1853694764
Lithic (2 Stacks),1402774.3616162327,1428814.5419746072,1451759.8097376614,1478687.884238175,1501439.4300398605
Lithic (1 Stacks),1353094.0056819674,1365948.338919137,1378850.2669703495,1388844.4335418034,1401315.9134404364
Deathmatch (1 Opponent),1503656.5637377386,1525636.4380894662,1547616.3124411944,1569596.1867929227,1591576.061144651
Deathmatch (2+ Opponents),1474350.0646021012,1489003.3141699198,1503656.5637377386,1518309.8133055577,1532963.0628733758
Blackcliff (3 Stacks),1519553.9509279344,1552996.9683563905,1586439.9857848475,1619883.0032133039,1653326.0206417602
Blackcliff (2 Stacks),1474963.2610233254,1497258.60597563,1519553.9509279344,1541849.295880239,1564144.6408325434
Blackcliff (1 Stacks),1430372.571118717,1441520.243594869,1452667.9160710215,1463815.5885471734,1474963.2610233254
Blackcliff (0 Stacks),1385781.8812141083,1385781.8812141083,1385781.8812141083,1385781.8812141083,1385781.8812141083
MissiveWindspear (On),1344069.5970673459,1353529.1368078461,1362988.6765483455,1372448.216288846,1381907.7560293463
MissiveWindspear (Off),1306231.438105345,1306231.438105345,1306231.438105345,1306231.438105345,1306231.438105345
WavebreakersFin,1297143.3514412777,1297143.3514412777,1297143.3514412777,1297143.3514412777,1297143.3514412777
FavoniusLance,1211953.0029388699,1211953.0029388699,1211953.0029388699,1211953.0029388699,1211953.0029388699
PrototypeStarglitter,1175847.4486821177,1175847.4486821177,1175847.4486821177,1175847.4486821177,1175847.4486821177
WhiteTassel,1271668.7839352372,1271668.7839352372,1271668.7839352372,1271668.7839352372,1271668.7839352372
