Weapon,R1,R2,R3,R4,R5
PJWS (Stacked),951219.6716664152,978784.9370920864,1006712.6583774933,1035002.8355226353,1063655.4685275129
PJWS,932137.4998463346,955015.3554987508,978161.6494003609,1001576.3815511641,1025259.5519511611
Homa (50%),972088.8465851967,1006187.0204711212,1042128.0260380165,1079911.8632858845,1119538.5322147245
Homa,900225.10093499,916687.7013817865,934071.7614832359,952733.3261470487,972316.306651347
"Vortex (Shielded, Stacked)",943921.0905961853,972299.8317331412,1000678.5728700976,1029057.3140070534,1057436.0551440096
"Vortex (Shielded, Unstacked)",932658.0223829014,958220.9964665365,983783.9705501718,1009346.9446338067,1034909.9187174421
CalamityQueller (Stacked),922415.667916649,948111.2216340819,974137.2623361386,1000493.7900228186,1027180.8046941233
CalamityQueller (Unstacked),910344.4725282401,932834.7950356364,955580.6315824827,978581.9821687785,1001838.8467945256
"Vortex (Unshielded, Stacked)",887163.608322273,901352.9788907508,915542.3494592289,929731.720027707,943921.0905961853
"Vortex (Unshielded, Unstacked)",881532.0742156311,894313.5612574483,907095.048299266,919876.5353410838,932658.0223829014
StaffOfTheScarletSands,848274.0494165021,848274.0494165021,848274.0494165021,848274.0494165021,848274.0494165021
SkywardSpine,768177.828866084,777026.3086472627,787666.7244022189,796231.9786376848,807385.6153788674
EngulfingLightning,749469.4437615346,767766.4021843157,787399.9566009617,808370.107011474,830676.8534158502
Lithic (4 Stacks),879646.1387118632,913457.1498260193,947897.2707357127,982968.3857098105,1018672.3790171823
Lithic (3 Stacks),843677.4252231616,867937.3498704567,892133.177266906,916720.8036426244,945349.5391643641
Lithic (2 Stacks),806886.862817602,823624.1863916891,838886.649871044,856228.56102905,871457.4274906954
Lithic (1 Stacks),772427.1703924112,780513.8908519803,788638.565282294,795621.7407008504,803767.8547960159
Deathmatch (1 Opponent),816998.8484250644,834841.8146867288,852684.7809483946,870527.7472100591,888370.7134717241
Deathmatch (2+ Opponents),793471.1189605345,805115.8495111405,816998.8484250644,828894.1592661744,840789.4701072841
Blackcliff (3 Stacks),854791.3865676158,881917.6110505875,909043.8355335587,936170.06001653,963296.2844995017
Blackcliff (2 Stacks),818623.0872569876,836707.2369123017,854791.3865676158,872875.5362229302,890959.6858782442
Blackcliff (1 Stacks),782557.7630067165,791496.8627740159,800538.9376016728,809581.0124293301,818623.0872569876
Blackcliff (0 Stacks),747304.5591806512,747304.5591806512,747304.5591806512,747304.5591806512,747304.5591806512
MissiveWindspear (On),766629.8299308077,774271.8110376423,781913.7921444763,789555.7732513106,797197.7543581446
MissiveWindspear (Off),736061.9055034705,736061.9055034705,736061.9055034705,736061.9055034705,736061.9055034705
WavebreakersFin,736515.6026277333,736515.6026277333,736515.6026277333,736515.6026277333,736515.6026277333
FavoniusLance,663795.9535865157,663795.9535865157,663795.9535865157,663795.9535865157,663795.9535865157
PrototypeStarglitter,630729.9325809375,630729.9325809375,630729.9325809375,630729.9325809375,630729.9325809375
WhiteTassel,653132.0848058255,653132.0848058255,653132.0848058255,653132.0848058255,653132.0848058255
