Weapon,R1,R2,R3,R4,R5
PJWS (Stacked),682527.6741218959,700446.7749673377,718592.9775617704,736966.2819051942,755566.6879976084
PJWS,652303.2787560135,662701.4657729077,673211.1914921299,683832.4559136808,694565.2590375597
Homa (50%),693654.329539065,712019.4888238254,731377.1909195075,751727.4358261125,773070.2235436399
Homa,654565.1631522555,663623.6749432703,673178.4581397459,683229.5127416832,693776.8387490815
"Vortex (Shielded, Stacked)",634494.5226360961,649465.330957877,664436.1392796574,679406.9476014382,694377.755923219
"Vortex (Shielded, Unstacked)",623877.8130110574,636194.4439265786,648511.0748420996,660827.7057576205,673144.3366731417
CalamityQueller (Stacked),638752.6491242128,655156.8317990481,671765.1422789457,688577.5805639056,705594.146653928
CalamityQueller (Unstacked),631877.5187842434,646434.5242552713,661144.2996838356,676006.845069936,691022.1604135729
"Vortex (Unshielded, Stacked)",604552.905992535,612038.3101534251,619523.7143143155,627009.118475206,634494.5226360961
"Vortex (Unshielded, Unstacked)",599244.5511800157,605402.8666377759,611561.1820955365,617719.4975532971,623877.8130110574
StaffOfTheScarletSands,635399.4264662182,635399.4264662182,635399.4264662182,635399.4264662182,635399.4264662182
SkywardSpine,553012.6578296662,560634.5319521837,568356.2764094112,576078.0208666386,583799.7653238663
EngulfingLightning,531838.1145565073,541455.5130533829,551771.6675006519,562786.5778983143,574500.2442463707
Lithic (4 Stacks),613123.671215048,636161.3904133284,660160.3386311133,684547.7299486374,709324.7033889754
Lithic (3 Stacks),589984.2683113525,606914.5839625209,624034.7034759846,641616.5824408745,659636.0828404212
Lithic (2 Stacks),567720.4094908637,578447.0993110742,589481.8875633132,600705.4967099936,612013.4631288054
Lithic (1 Stacks),545942.8733858119,551194.9729762054,556467.2989883645,561759.8514222895,567072.6302779804
Deathmatch (1 Opponent),607857.2612110459,617473.489736418,627089.71826179,636705.9467871619,646322.1753125339
Deathmatch (2+ Opponents),595035.6231772166,601446.4421941313,607857.2612110459,614268.0802279607,620678.8992448751
Blackcliff (3 Stacks),618951.5986397977,633505.9332748408,648060.2679098838,662614.6025449273,677168.9371799703
Blackcliff (2 Stacks),599545.8191264069,609248.7088831024,618951.5986397977,628654.4883964931,638357.3781531885
Blackcliff (1 Stacks),580140.0396130162,584991.4844913636,589842.9293697117,594694.3742480592,599545.8191264069
Blackcliff (0 Stacks),560734.2600996252,560734.2600996252,560734.2600996252,560734.2600996252,560734.2600996252
MissiveWindspear (On),537647.1959347145,541678.6162784484,545710.0366221825,549741.4569659166,553772.8773096504
MissiveWindspear (Off),521521.5145597786,521521.5145597786,521521.5145597786,521521.5145597786,521521.5145597786
WavebreakersFin,525487.1618207347,525487.1618207347,525487.1618207347,525487.1618207347,525487.1618207347
FavoniusLance,485261.77431316505,485261.77431316505,485261.77431316505,485261.77431316505,485261.77431316505
PrototypeStarglitter,465955.1041553117,465955.1041553117,465955.1041553117,465955.1041553117,465955.1041553117
WhiteTassel,501075.1860989718,501075.1860989718,501075.1860989718,501075.1860989718,501075.1860989718
