Weapon,R1,R2,R3,R4,R5
PJWS (Stacked),749477.8927336358,772014.8014643369,795058.9150494812,818419.0411474975,842428.9417654627
PJWS,717508.8157612771,732041.645644327,746721.603404567,761732.070498289,776965.9772452783
Homa (50%),768882.3314822935,797467.2373793504,828211.4911044382,860571.3445010337,894509.4855299742
Homa,709788.2254356474,723277.552640007,737625.110397686,752930.8941650518,769073.0139689273
LumidouceElegy,705982.2158454662,717108.0441325468,728401.9611266939,739783.801750644,751165.6423745939
"Vortex (Shielded, Stacked)",755705.5507846408,780010.4379973251,804315.325210009,828620.2124226927,852925.0996353765
"Vortex (Shielded, Unstacked)",737813.2626133296,757645.0777831859,777476.8929530418,797308.7081228978,817140.5232927537
CalamityQueller (Stacked),728460.316025718,749971.4361228573,771768.4402309353,793851.3283499533,816220.10047991
CalamityQueller (Unstacked),716995.0473459202,735460.0317099375,754138.9726596246,773031.8701949823,792138.72431601
"Vortex (Unshielded, Stacked)",707095.7763592736,719248.2199656153,731400.6635719576,743553.1071782992,755705.5507846408
"Vortex (Unshielded, Unstacked)",698149.6322736179,708065.5398585458,717981.4474434741,727897.3550284018,737813.2626133296
StaffOfTheScarletSands,668439.5749411221,668439.5749411221,668439.5749411221,668439.5749411221,668439.5749411221
SkywardSpine,599716.0108232273,607297.5855557324,615683.0646719772,623131.4438721477,631729.0253828265
EngulfingLightning,588945.3622645268,604513.6835146189,621208.1731741948,639028.8312432542,657975.6577217972
Lithic (4 Stacks),698820.6721877488,726425.3871753047,754565.9751672104,783244.049939853,812461.2252696182
Lithic (3 Stacks),668998.1280265091,688792.7153162962,708556.0821789023,728649.8905523338,751977.1303691837
Lithic (2 Stacks),638573.1910955525,652190.5374450902,664649.2295786816,678764.7584448436,691214.2912092523
Lithic (1 Stacks),610043.4231518513,616615.6260089143,623220.3344296932,628925.2112516473,635551.5874715958
Deathmatch (1 Opponent),645066.9527890255,659704.6812009208,674636.7710484576,689596.4125608506,704868.6572512471
Deathmatch (2+ Opponents),625703.0793472152,635308.4671810952,645066.9527890255,654825.4383969555,664663.6767068624
Blackcliff (3 Stacks),675655.1902732949,698887.3633771959,722119.5364810969,745351.7095849979,768583.882688899
Blackcliff (2 Stacks),645322.9050697244,660472.8333961327,675655.1902732949,691143.3056758955,706631.4210784963
Blackcliff (1 Stacks),615692.0572707381,623092.0285779649,630497.8992030725,637903.7698281801,645322.9050697244
Blackcliff (0 Stacks),586770.012174891,586770.012174891,586770.012174891,586770.012174891,586770.012174891
MissiveWindspear (On),608886.9688313487,615431.9204902928,621976.8721492371,628521.8238081812,635066.7754671255
MissiveWindspear (Off),582707.1621955722,582707.1621955722,582707.1621955722,582707.1621955722,582707.1621955722
WavebreakersFin,577458.8097433018,577458.8097433018,577458.8097433018,577458.8097433018,577458.8097433018
FavoniusLance,517996.74574924214,517996.74574924214,517996.74574924214,517996.74574924214,517996.74574924214
PrototypeStarglitter,492495.9118297914,492495.9118297914,492495.9118297914,492495.9118297914,492495.9118297914
WhiteTassel,512354.3529862607,512354.3529862607,512354.3529862607,512354.3529862607,512354.3529862607
