Weapon,R1,R2,R3,R4,R5
PJWS (Stacked),741843.6868248458,761325.7686646634,781038.1171729614,800980.7323497403,821153.6141950003
PJWS,726103.9780101787,741700.4374919161,757467.4346534132,773404.9694946703,789513.042015687
Homa (50%),771749.2100075233,795552.4804364078,820642.1957348578,847018.3559028729,874680.9609404537
Homa,721085.3424135726,732826.1720193198,745210.2240598492,758237.4985351609,771907.9954452552
"Vortex (Shielded, Stacked)",713716.9218033087,732946.5851588208,752176.2485143326,771405.9118698448,790635.5752253563
"Vortex (Shielded, Unstacked)",706980.818771041,724526.456368486,742072.0939659309,759617.7315633761,777163.3691608206
CalamityQueller (Stacked),695203.2307038263,712933.7940478732,730870.4837913528,749013.2999342642,767362.2424766074
CalamityQueller (Unstacked),687610.6616906876,703326.1802711961,719201.0642470359,735235.3136182058,751428.9283847065
"Vortex (Unshielded, Stacked)",675257.5950922851,684872.4267700408,694487.258447797,704102.0901255532,713716.9218033087
"Vortex (Unshielded, Unstacked)",671889.5435761511,680662.3623748734,689435.1811735963,698207.9999723189,706980.818771041
StaffOfTheScarletSands,699603.4518040319,699603.4518040319,699603.4518040319,699603.4518040319,699603.4518040319
SkywardSpine,684010.4356374854,693437.7812237113,702988.654454711,712539.527685711,722090.4009167111
EngulfingLightning,666363.6492299265,680619.701352387,695923.9606885611,712276.4272384482,729677.1010020486
Lithic (4 Stacks),682525.0813526573,710090.6513486286,738225.0429864967,767645.0564932367,797608.0190731477
Lithic (3 Stacks),654884.831999481,674537.873944743,694971.513293723,715773.3331716313,736984.9519395274
Lithic (2 Stacks),627815.884019941,640618.658882973,653530.253055269,666550.6665368289,679994.7437390519
Lithic (1 Stacks),601672.8327138239,607721.5315029512,613848.9640039096,620155.1345398193,626488.5099030447
Deathmatch (1 Opponent),674646.7121288318,687119.7901127585,699592.8680966856,712065.9460806118,724539.0240645383
Deathmatch (2+ Opponents),658015.941483596,666331.3268062137,674646.7121288318,682962.0974514497,691277.4827740672
Blackcliff (3 Stacks),687085.022642983,705889.6767576678,724694.330872353,743498.9849870378,762303.6391017229
Blackcliff (2 Stacks),662012.1504900701,674548.5865665264,687085.022642983,699621.4587194396,712157.8947958967
Blackcliff (1 Stacks),636939.2783371569,643207.496375385,649475.7144136135,655743.9324518413,662012.1504900701
Blackcliff (0 Stacks),611866.406184243,611866.406184243,611866.406184243,611866.406184243,611866.406184243
MissiveWindspear (On),597558.7774395449,602737.0453318527,607915.3132241594,613093.5811164672,618271.8490087751
MissiveWindspear (Off),576845.7058703146,576845.7058703146,576845.7058703146,576845.7058703146,576845.7058703146
WavebreakersFin,572690.4565696602,572690.4565696602,572690.4565696602,572690.4565696602,572690.4565696602
FavoniusLance,601764.7128252083,601764.7128252083,601764.7128252083,601764.7128252083,601764.7128252083
PrototypeStarglitter,578668.8057819405,578668.8057819405,578668.8057819405,578668.8057819405,578668.8057819405
WhiteTassel,547648.1991789486,547648.1991789486,547648.1991789486,547648.1991789486,547648.1991789486
