Weapon,R1,R2,R3,R4,R5
PJWS (Stacked),775148.7520308663,799515.9542094509,824325.372444988,849777.1415807207,875542.9034528948
PJWS,758906.5817041745,779055.9038440007,799633.2588343301,820626.7896580365,842074.2060688019
Homa (50%),814059.2873248068,848860.1439548917,885919.581383715,925417.4451007157,966841.7387382903
Homa,740029.2006943624,757153.0286372984,775258.7599841554,794304.8953734316,814291.4348051273
"Vortex (Shielded, Stacked)",803542.4548683679,832614.31379015,861686.1727119319,890758.0316337143,919829.8905554961
"Vortex (Shielded, Unstacked)",792940.5252081808,819361.9017149163,845783.2782216513,872204.6547283869,898626.0312351219
CalamityQueller (Stacked),746734.7884475893,769914.7995823278,793384.388558528,817143.5553761898,841192.3000353131
CalamityQueller (Unstacked),735116.1279158717,755141.9602361197,775459.9039575093,796001.7330585044,816767.4475391043
"Vortex (Unshielded, Stacked)",745398.7370248041,759934.6664856954,774470.5959465861,789006.5254074772,803542.4548683679
"Vortex (Unshielded, Unstacked)",740097.7721947106,753308.4604480785,766519.1487014458,779729.8369548135,792940.5252081808
StaffOfTheScarletSands,700425.3236195071,700425.3236195071,700425.3236195071,700425.3236195071,700425.3236195071
SkywardSpine,700704.1283650389,710361.5981598806,720019.0679547226,729861.1983939114,739928.0884217625
EngulfingLightning,691372.8330230236,711781.5361947637,734346.2034426488,758951.4973638522,785131.2174880053
Lithic (4 Stacks),736270.7567253894,768704.0177323292,802427.9710546798,836875.6561472797,872049.2759953459
Lithic (3 Stacks),700608.3681232595,724215.0477111631,748232.2244204198,772826.7221272299,798209.1475199334
Lithic (2 Stacks),666341.848888074,681273.3695309408,696517.2104125707,712159.3386969375,727965.6104724761
Lithic (1 Stacks),632902.0354894539,640151.2776155964,647439.8866863372,654767.8627016759,662135.205661613
Deathmatch (1 Opponent),682246.9375544186,700031.8367099857,717845.2918397458,736069.6383731987,754347.4428989253
Deathmatch (2+ Opponents),659116.0145613974,670679.6490798513,682246.9375544186,694103.5369914632,705960.1364285083
Blackcliff (3 Stacks),714140.604828625,742035.9692903431,770288.0095460194,798540.0498016949,826792.0900573712
Blackcliff (2 Stacks),677394.5441699259,695767.5744992755,714140.604828625,732618.6225384517,751453.3160422354
Blackcliff (1 Stacks),640997.8253543508,649940.160655464,659021.5138405758,668208.0290052507,677394.5441699259
Blackcliff (0 Stacks),605605.4997108933,605605.4997108933,605605.4997108933,605605.4997108933,605605.4997108933
MissiveWindspear (On),638643.1778567025,646471.8054744194,654300.4330921359,662129.060709853,669957.6883275697
MissiveWindspear (Off),607328.6673858351,607328.6673858351,607328.6673858351,607328.6673858351,607328.6673858351
WavebreakersFin,590788.9538679202,590788.9538679202,590788.9538679202,590788.9538679202,590788.9538679202
FavoniusLance,604850.3612678259,604850.3612678259,604850.3612678259,604850.3612678259,604850.3612678259
PrototypeStarglitter,575492.2484071202,575492.2484071202,575492.2484071202,575492.2484071202,575492.2484071202
WhiteTassel,531822.903352622,531822.903352622,531822.903352622,531822.903352622,531822.903352622
