Weapon,R1,R2,R3,R4,R5
PJWS,671968.4429682815,685480.8966439733,699129.6754002885,712914.7792372275,726836.2081547899
Homa (50%),719935.2676695928,745404.6617145481,772250.5460782583,800472.9207607236,830071.7857619441
Homa,665725.1534986462,678287.7892312793,691538.67012329,705477.7961746786,720105.1673854443
LumidouceElegy,661590.6867215963,671942.8455349858,682295.0043483751,692647.1631617645,702999.3219751538
"Vortex (Shielded, Stacked)",685631.5890749935,706393.5879450676,727155.5868151418,747917.5856852161,768679.5845552904
"Vortex (Shielded, Unstacked)",670423.5369727991,687383.5228173247,704343.5086618506,721303.4945063761,738263.4803509018
CalamityQueller (Stacked),670612.065325565,689585.9541428874,708809.3324997302,728282.2003960934,748004.5578319774
CalamityQueller (Unstacked),660853.2810686935,677230.5470654684,693794.5318992321,710545.2355699843,727482.6580777254
"Vortex (Unshielded, Stacked)",644107.5913348449,654488.590769882,664869.5902049192,675250.5896399565,685631.5890749935
"Vortex (Unshielded, Unstacked)",636503.5652837479,644983.5582060105,653463.5511282735,661943.5440505365,670423.5369727991
StaffOfTheScarletSands,627085.1478941641,627085.1478941641,627085.1478941641,627085.1478941641,627085.1478941641
SkywardSpine,558457.7833634893,566154.7047038464,573952.4797316483,581750.2547594504,589548.0297872523
EngulfingLightning,543191.276147979,556495.488946046,570762.6671684547,585992.810815205,602185.9198862972
Lithic (4 Stacks),641515.4249022309,667791.7494626873,695192.9345409315,723120.0582393201,751574.7001917135
Lithic (3 Stacks),613679.8006121104,632904.4628385721,652392.3511707869,672428.4811285182,692989.5674504157
Lithic (2 Stacks),586905.6603462831,599061.2776602202,611564.8013258564,624293.5007749132,637139.1896043048
Lithic (1 Stacks),560784.624396161,566708.1544629214,572659.7351824472,578639.3665547381,584647.0485797939
Deathmatch (1 Opponent),604193.4497853385,617529.5450373018,630865.6402892647,644201.7355412281,657537.8307931911
Deathmatch (2+ Opponents),586411.9894493875,595302.7196173631,604193.4497853385,613084.1799533139,621974.9101212894
Blackcliff (3 Stacks),630012.2856323991,650196.7053879993,670381.1251435988,690565.5448991988,710749.9646547987
Blackcliff (2 Stacks),603099.7259582661,616556.0057953327,630012.2856323991,643468.5654694658,656924.8453065322
Blackcliff (1 Stacks),576187.1662841331,582915.306202666,589643.4461211995,596371.5860397327,603099.7259582661
Blackcliff (0 Stacks),549274.6066099997,549274.6066099997,549274.6066099997,549274.6066099997,549274.6066099997
MissiveWindspear (On),555857.3405551363,561448.2440536217,567039.1475521071,572630.0510505928,578220.9545490782
MissiveWindspear (Off),533493.726561194,533493.726561194,533493.726561194,533493.726561194,533493.726561194
WavebreakersFin,533901.1529304095,533901.1529304095,533901.1529304095,533901.1529304095,533901.1529304095
FavoniusLance,480661.4211862857,480661.4211862857,480661.4211862857,480661.4211862857,480661.4211862857
PrototypeStarglitter,456432.44000706857,456432.44000706857,456432.44000706857,456432.44000706857,456432.44000706857
WhiteTassel,478489.7646101,478489.7646101,478489.7646101,478489.7646101,478489.7646101
